# PPM: 60

Time,Pulse
0.0,12742
0.04,7048
0.08,8886
0.12,10342
0.16,11068
0.2,11120
0.24,12545
0.28,15405
0.32,17080
0.36,14816
0.4,13855
0.44,12558
0.48,12587
0.52,12949
0.56,13304
0.6,13382
0.64,12485
0.68,11876
0.72,11004
0.76,11769
0.8,11634
0.84,11782
0.88,11162
0.92,15735
0.96,17686
1.0,16466
1.04,13555
1.08,12306
1.12,11205
1.16,11734
1.2,11166
1.24,12464
1.28,12934
1.32,11732
1.36,10507
1.4,11277
1.44,11059
1.48,10781
1.52,10983
1.56,12632
1.6,17200
1.64,16654
1.68,14220
1.72,12984
1.76,12636
1.8,12661
1.84,13003
1.88,12278
1.92,13136
1.96,12323
2.0,10545
2.04,10023
2.08,11713
2.12,11772
2.16,11617
2.2,10657
2.24,11918
2.28,14223
2.32,17629
2.36,15762
2.4,14149
2.44,13652
2.48,12167
2.52,12234
2.56,12159
2.6,12587
2.64,12557
2.68,11661
2.72,9966
2.76,10591
2.8,10202
2.84,11216
2.88,10268
2.92,10866
2.96,10546
3.0,10945
3.04,11567
3.08,16460
3.12,17043
3.16,15270
3.2,14246
3.24,13297
3.28,11931
3.32,12645
3.36,12476
3.4,13434
3.44,12323
3.48,11053
3.52,10455
3.56,11255
3.6,11053
3.64,11028
3.68,11271
3.72,11249
3.76,11217
3.8,10969
3.84,12699
3.88,16301
3.92,16787
3.96,14866
4.0,14976
4.04,12889
4.08,12641
4.12,12670
4.16,13060
4.2,12630
4.24,12016
4.28,10235
4.32,11285
4.36,11325
4.4,11136
4.44,10855
4.48,10969
4.52,10806
4.56,10698
4.6,10328
4.64,10352
4.68,14131
4.72,17031
4.76,15902
4.8,14544
4.84,14687
4.88,12578
4.92,12532
4.96,12459
5.0,13632
5.04,13248
5.08,12365
5.12,11223
5.16,11108
5.2,10641
5.24,11090
5.28,11137
5.32,11188
5.36,11045
5.4,11496
5.44,11318
5.48,12292
5.52,15744
5.56,16805
5.6,15447
5.64,14587
5.68,13443
5.72,12981
5.76,13762
5.8,13395
5.84,13418
5.88,12362
5.92,11328
5.96,11067
6.0,11545
6.04,10601
6.08,11386
6.12,11460
6.16,11522
6.2,10878
6.24,11427
6.28,14242
6.32,17901
6.36,16967
6.4,15729
6.44,15210
6.48,13408
6.52,13504
6.56,13469
6.6,13800
6.64,13394
6.68,12368
6.72,11034
6.76,10861
6.8,10518
6.84,11056
6.88,10767
6.92,11342
6.96,11353
7.0,11448
7.04,10821
7.08,14523
7.12,18390
7.16,17831
7.2,16104
7.24,15445
7.28,13048
7.32,12762
7.36,12928
7.4,12761
7.44,13349
7.48,12566
7.52,11268
7.56,10889
7.6,11224
7.64,10578
7.68,11129
7.72,10637
7.76,11297
7.8,11149
7.84,12944
7.88,11624
7.92,12649
7.96,16808
8.0,17861
8.04,16441
8.08,15629
8.12,13205
8.16,13029
8.2,12823
8.24,12801
8.28,13301
8.32,12304
8.36,10661
8.4,10581
8.44,11207
8.48,10340
8.52,10661
8.56,10843
8.6,11439
8.64,10857
8.68,10826
8.72,10268
8.76,12040
8.8,16125
8.84,17977
8.88,15908
8.92,15379
8.96,13905
9.0,12328
9.04,12729
9.08,13465
9.12,12955
